project_id,site_id,datetime,duration,depth_m,Chla_ugL_mean,Temp_C_mean
vera4cast,fcre,2018-08-06 00:00:00.000000Z,P1D,1.6,3.720882352941176,26.97441176470588
vera4cast,fcre,2018-08-07 00:00:00.000000Z,P1D,1.6,4.012569444444445,27.09686111111111
vera4cast,fcre,2018-08-08 00:00:00.000000Z,P1D,1.6,6.267430555555555,27.164548611111112
vera4cast,fcre,2018-08-09 00:00:00.000000Z,P1D,1.6,8.284166666666666,27.0491875
vera4cast,fcre,2018-08-10 00:00:00.000000Z,P1D,1.6,10.891666666666667,27.18663888888889
vera4cast,fcre,2018-08-11 00:00:00.000000Z,P1D,1.6,13.569097222222222,27.243166666666667
vera4cast,fcre,2018-08-12 00:00:00.000000Z,P1D,1.6,15.050416666666669,27.080256944444443
vera4cast,fcre,2018-08-13 00:00:00.000000Z,P1D,1.6,14.069930555555556,26.587847222222223
vera4cast,fcre,2018-08-14 00:00:00.000000Z,P1D,1.6,10.98048611111111,26.049131944444444
vera4cast,fcre,2018-08-15 00:00:00.000000Z,P1D,1.6,8.181041666666667,26.020854166666663
vera4cast,fcre,2018-08-16 00:00:00.000000Z,P1D,1.6,7.14875,26.024319444444444
vera4cast,fcre,2018-08-17 00:00:00.000000Z,P1D,1.6,6.143472222222222,26.713791666666665
vera4cast,fcre,2018-08-18 00:00:00.000000Z,P1D,1.6,6.312291666666667,26.846083333333333
vera4cast,fcre,2018-08-19 00:00:00.000000Z,P1D,1.6,7.773194444444444,26.01613194444445
vera4cast,fcre,2018-08-20 00:00:00.000000Z,P1D,1.6,8.147094017094018,26.014094017094017
vera4cast,fcre,2018-08-28 00:00:00.000000Z,P1D,1.6,12.295916666666669,25.512958333333334
vera4cast,fcre,2018-08-29 00:00:00.000000Z,P1D,1.6,10.769230762237765,25.93541958041958
vera4cast,fcre,2018-08-30 00:00:00.000000Z,P1D,1.6,9.4954225,26.41005633802817
vera4cast,fcre,2018-08-31 00:00:00.000000Z,P1D,1.6,8.87354170138889,26.43730555555556
vera4cast,fcre,2018-09-01 00:00:00.000000Z,P1D,1.6,8.127552461538462,26.60208391608392
vera4cast,fcre,2018-09-02 00:00:00.000000Z,P1D,1.6,7.290208340277777,26.25452083333333
vera4cast,fcre,2018-09-03 00:00:00.000000Z,P1D,1.6,5.838041958041958,26.5033986013986
vera4cast,fcre,2018-09-04 00:00:00.000000Z,P1D,1.6,4.061041666666667,27.252791666666667
vera4cast,fcre,2018-09-05 00:00:00.000000Z,P1D,1.6,3.783776223776224,27.18079020979021
vera4cast,fcre,2018-09-06 00:00:00.000000Z,P1D,1.6,3.199583333333333,27.112791666666663
vera4cast,fcre,2018-09-07 00:00:00.000000Z,P1D,1.6,3.197430555555556,27.221284722222222
vera4cast,fcre,2018-09-08 00:00:00.000000Z,P1D,1.6,3.522986111111111,27.1131875
vera4cast,fcre,2018-09-09 00:00:00.000000Z,P1D,1.6,4.843263888888889,25.77059722222222
vera4cast,fcre,2018-09-10 00:00:00.000000Z,P1D,1.6,8.23035211971831,24.332654929577465
vera4cast,fcre,2018-09-11 00:00:00.000000Z,P1D,1.6,9.30916663888889,23.76709027777778
vera4cast,fcre,2018-09-12 00:00:00.000000Z,P1D,1.6,8.028041916083916,23.9063986013986
vera4cast,fcre,2018-09-13 00:00:00.000000Z,P1D,1.6,7.574166659722223,24.550479166666666
vera4cast,fcre,2018-09-14 00:00:00.000000Z,P1D,1.6,8.078181818181818,24.8806013986014
vera4cast,fcre,2018-09-15 00:00:00.000000Z,P1D,1.6,8.084055944055944,24.24162937062937
vera4cast,fcre,2018-09-16 00:00:00.000000Z,P1D,1.6,8.693758858156029,23.56817730496454
vera4cast,fcre,2018-09-17 00:00:00.000000Z,P1D,1.6,9.527535211267606,22.90332394366197
vera4cast,fcre,2018-09-18 00:00:00.000000Z,P1D,1.6,10.041063843971632,23.206943262411347
vera4cast,fcre,2018-09-19 00:00:00.000000Z,P1D,1.6,9.816785692857144,23.31392142857143
vera4cast,fcre,2018-09-20 00:00:00.000000Z,P1D,1.6,8.711678788321167,23.88036496350365
vera4cast,fcre,2018-09-21 00:00:00.000000Z,P1D,1.6,8.957832167832168,23.95436363636364
vera4cast,fcre,2018-09-22 00:00:00.000000Z,P1D,1.6,5.279580412587412,24.703594405594405
vera4cast,fcre,2018-09-23 00:00:00.000000Z,P1D,1.6,6.169861125,23.68209722222222
vera4cast,fcre,2018-10-01 00:00:00.000000Z,P1D,1.6,5.785106361702128,21.27787234042553
vera4cast,fcre,2018-10-02 00:00:00.000000Z,P1D,1.6,5.585000006944444,21.796131944444443
vera4cast,fcre,2018-10-03 00:00:00.000000Z,P1D,1.6,4.542097902097902,22.085937062937063
vera4cast,fcre,2018-10-04 00:00:00.000000Z,P1D,1.6,4.178671328671329,22.28292307692308
vera4cast,fcre,2018-10-05 00:00:00.000000Z,P1D,1.6,4.724375,23.21247222222222
vera4cast,fcre,2018-10-06 00:00:00.000000Z,P1D,1.6,6.5800694375,22.487472222222223
vera4cast,fcre,2018-10-07 00:00:00.000000Z,P1D,1.6,5.781875,22.793666666666667
vera4cast,fcre,2018-10-08 00:00:00.000000Z,P1D,1.6,4.8801398601398605,22.97593006993007
vera4cast,fcre,2018-10-09 00:00:00.000000Z,P1D,1.6,4.958881104895105,23.31248951048951
vera4cast,fcre,2018-10-10 00:00:00.000000Z,P1D,1.6,5.804615391608392,22.84911188811189
vera4cast,fcre,2018-10-11 00:00:00.000000Z,P1D,1.6,5.269097222222222,22.224680555555555
vera4cast,fcre,2018-10-12 00:00:00.000000Z,P1D,1.6,3.84125,20.331958333333333
vera4cast,fcre,2018-10-13 00:00:00.000000Z,P1D,1.6,3.389020979020979,18.9258041958042
vera4cast,fcre,2018-10-14 00:00:00.000000Z,P1D,1.6,3.8205594405594407,18.025979020979022
vera4cast,fcre,2018-10-15 00:00:00.000000Z,P1D,1.6,2.5365034965034967,17.353713286713287
vera4cast,fcre,2018-10-16 00:00:00.000000Z,P1D,1.6,3.380909090909091,17.70367132867133
vera4cast,fcre,2018-10-17 00:00:00.000000Z,P1D,1.6,3.174647887323944,17.375464788732394
vera4cast,fcre,2018-10-18 00:00:00.000000Z,P1D,1.6,3.9740277777777777,16.851298611111112
vera4cast,fcre,2018-10-19 00:00:00.000000Z,P1D,1.6,4.022307692307693,16.037685314685316
vera4cast,fcre,2018-10-20 00:00:00.000000Z,P1D,1.6,5.895625,16.052645833333333
vera4cast,fcre,2018-10-21 00:00:00.000000Z,P1D,1.6,4.507902097902098,15.275503496503497
vera4cast,fcre,2018-10-22 00:00:00.000000Z,P1D,1.6,5.434755251748252,14.422853146853146
vera4cast,fcre,2018-10-23 00:00:00.000000Z,P1D,1.6,7.432152798611111,14.067645833333334
vera4cast,fcre,2018-10-24 00:00:00.000000Z,P1D,1.6,6.185774640845071,14.042091549295774
vera4cast,fcre,2018-10-25 00:00:00.000000Z,P1D,1.6,5.675972236111111,13.643180555555556
vera4cast,fcre,2018-10-26 00:00:00.000000Z,P1D,1.6,4.933546092198582,13.080687943262411
vera4cast,fcre,2018-10-27 00:00:00.000000Z,P1D,1.6,5.2131944444444445,12.73745138888889
vera4cast,fcre,2018-10-28 00:00:00.000000Z,P1D,1.6,3.464583333333333,12.383979166666666
vera4cast,fcre,2018-10-29 00:00:00.000000Z,P1D,1.6,4.23041958041958,12.346237762237765
vera4cast,fcre,2018-10-30 00:00:00.000000Z,P1D,1.6,4.812307692307693,12.217622377622378
vera4cast,fcre,2018-10-31 00:00:00.000000Z,P1D,1.6,3.951258734265734,12.218937062937062
vera4cast,fcre,2018-11-01 00:00:00.000000Z,P1D,1.6,3.30290780141844,12.777156028368797
vera4cast,fcre,2018-11-02 00:00:00.000000Z,P1D,1.6,4.815815609929078,12.908808510638298
vera4cast,fcre,2018-11-03 00:00:00.000000Z,P1D,1.6,5.92816902112676,12.962852112676057
vera4cast,fcre,2018-11-04 00:00:00.000000Z,P1D,1.6,3.4272222222222224,12.311534722222222
vera4cast,fcre,2018-11-05 00:00:00.000000Z,P1D,1.6,3.8581818181818175,12.323356643356645
vera4cast,fcre,2018-11-06 00:00:00.000000Z,P1D,1.6,6.405422528169014,12.449478873239435
vera4cast,fcre,2018-11-07 00:00:00.000000Z,P1D,1.6,4.710559454545455,12.582874125874126
vera4cast,fcre,2018-11-08 00:00:00.000000Z,P1D,1.6,3.3412587412587413,12.629513888888887
vera4cast,fcre,2018-11-09 00:00:00.000000Z,P1D,1.6,3.013916083916084,12.295666666666667
vera4cast,fcre,2018-11-10 00:00:00.000000Z,P1D,1.6,3.730277777777778,11.832680555555555
vera4cast,fcre,2018-11-11 00:00:00.000000Z,P1D,1.6,3.4929166666666664,11.093006944444443
vera4cast,fcre,2018-11-12 00:00:00.000000Z,P1D,1.6,6.136099290780142,10.254923611111112
vera4cast,fcre,2018-11-13 00:00:00.000000Z,P1D,1.6,6.3022377622377626,9.861559454545455
vera4cast,fcre,2018-11-14 00:00:00.000000Z,P1D,1.6,7.7136805625,9.5148125
vera4cast,fcre,2018-11-15 00:00:00.000000Z,P1D,1.6,4.937552447552448,9.017419566433569
vera4cast,fcre,2018-11-16 00:00:00.000000Z,P1D,1.6,5.088041958041958,8.560496524475525
vera4cast,fcre,2018-11-17 00:00:00.000000Z,P1D,1.6,3.420555555555556,8.372680555555556
vera4cast,fcre,2018-11-18 00:00:00.000000Z,P1D,1.6,7.444195797202798,8.230503496503497
vera4cast,fcre,2018-11-19 00:00:00.000000Z,P1D,1.6,3.2990909090909093,8.166659098484848
vera4cast,fcre,2018-11-20 00:00:00.000000Z,P1D,1.6,3.2818181818181817,8.692468503496503
vera4cast,fcre,2018-11-21 00:00:00.000000Z,P1D,1.6,3.7804195804195806,8.504951111888111
vera4cast,fcre,2018-11-22 00:00:00.000000Z,P1D,1.6,3.9634265734265735,8.193846209790209
vera4cast,fcre,2018-11-23 00:00:00.000000Z,P1D,1.6,3.662777777777778,7.755013888888889
vera4cast,fcre,2018-11-24 00:00:00.000000Z,P1D,1.6,3.389305555555556,7.336555555555556
vera4cast,fcre,2018-11-25 00:00:00.000000Z,P1D,1.6,4.509930076923077,7.087
vera4cast,fcre,2018-11-26 00:00:00.000000Z,P1D,1.6,4.463450704225352,7.0849859154929575
vera4cast,fcre,2018-11-27 00:00:00.000000Z,P1D,1.6,5.130208333333333,6.827069444444445
vera4cast,fcre,2018-11-28 00:00:00.000000Z,P1D,1.6,5.968881118881119,6.22806993006993
vera4cast,fcre,2018-11-29 00:00:00.000000Z,P1D,1.6,6.212816887323943,5.452584507042253
vera4cast,fcre,2018-11-30 00:00:00.000000Z,P1D,1.6,7.359295767605634,5.63343661971831
vera4cast,fcre,2018-12-01 00:00:00.000000Z,P1D,1.6,8.621874993055556,6.0240833333333335
vera4cast,fcre,2018-12-02 00:00:00.000000Z,P1D,1.6,7.649860160839161,5.8232517482517485
vera4cast,fcre,2018-12-03 00:00:00.000000Z,P1D,1.6,6.516503496503496,6.050608391608392
