project_id,site_id,datetime,duration,depth_m,Chla_ugl_mean
vera4cast,bvre,2020-06-25 00:00:00.000000Z,P1D,1.5,4.193103448275863
vera4cast,bvre,2020-06-26 00:00:00.000000Z,P1D,1.5,4.619513888888889
vera4cast,bvre,2020-06-27 00:00:00.000000Z,P1D,1.5,3.410833333333333
vera4cast,bvre,2020-06-28 00:00:00.000000Z,P1D,1.5,3.6215972222222224
vera4cast,bvre,2020-06-29 00:00:00.000000Z,P1D,1.5,3.943055555555556
vera4cast,bvre,2020-06-30 00:00:00.000000Z,P1D,1.5,5.062708333333333
vera4cast,bvre,2020-07-01 00:00:00.000000Z,P1D,1.5,5.245972222222222
vera4cast,bvre,2020-07-02 00:00:00.000000Z,P1D,1.5,5.549928571428572
vera4cast,bvre,2020-07-03 00:00:00.000000Z,P1D,1.5,6.042569444444444
vera4cast,bvre,2020-07-04 00:00:00.000000Z,P1D,1.5,6.535347222222223
vera4cast,bvre,2020-07-05 00:00:00.000000Z,P1D,1.5,6.565763888888889
vera4cast,bvre,2020-07-06 00:00:00.000000Z,P1D,1.5,7.21875
vera4cast,bvre,2020-07-07 00:00:00.000000Z,P1D,1.5,7.446041666666667
vera4cast,bvre,2020-07-08 00:00:00.000000Z,P1D,1.5,7.161041666666667
vera4cast,bvre,2020-07-09 00:00:00.000000Z,P1D,1.5,7.579305555555556
vera4cast,bvre,2020-07-10 00:00:00.000000Z,P1D,1.5,7.169305555555556
vera4cast,bvre,2020-07-11 00:00:00.000000Z,P1D,1.5,4.714375
vera4cast,bvre,2020-07-12 00:00:00.000000Z,P1D,1.5,4.954027777777778
vera4cast,bvre,2020-07-13 00:00:00.000000Z,P1D,1.5,4.796805555555555
vera4cast,bvre,2020-07-14 00:00:00.000000Z,P1D,1.5,4.394375
vera4cast,bvre,2020-07-15 00:00:00.000000Z,P1D,1.5,4.221805555555555
vera4cast,bvre,2020-07-16 00:00:00.000000Z,P1D,1.5,4.1402777777777775
vera4cast,bvre,2020-07-17 00:00:00.000000Z,P1D,1.5,3.8688194444444446
